,UID,min,max,mean,std
1803,1862,-120.0,-18.22926902770996,-97.68934631347656,18.760999377864977
1804,1863,-120.0,-25.705717086791992,-100.37197875976562,17.608153171342778
1805,1864,-120.0,-31.540863037109375,-101.03382873535156,18.01491352671447
1806,1865,-120.0,-33.50758743286133,-115.51598358154297,11.465989614799051
1807,1866,-120.0,-29.631860733032227,-105.36322784423828,17.74225286205486
1808,1867,-120.0,-27.498336791992188,-96.5946273803711,20.63404453676769
1809,1868,-120.0,-17.408470153808594,-105.25147247314453,18.70153077739811
1810,1869,-120.0,-21.683225631713867,-89.95929718017578,24.27905294918595
1811,1870,-120.0,-31.525571823120117,-87.12086486816406,23.463244974770515
1812,1871,-120.0,-24.214632034301758,-93.30494689941406,24.48421421253843
1813,1872,-120.0,-26.38383674621582,-89.72114562988281,22.89443894208059
1814,1873,-120.0,-28.475553512573242,-80.66443634033203,22.318589691124778
1815,1874,-120.0,-29.743385314941406,-100.71212005615234,21.504240105832544
1816,1875,-120.0,-28.486461639404297,-106.05741119384766,18.6998246291806
1817,1876,-120.0,-19.051652908325195,-97.51004028320312,22.18208147964323
1818,1877,-120.0,-26.92115592956543,-102.98767852783203,19.447857908934182
1819,1878,-120.0,-26.44521713256836,-115.840087890625,9.801850778629689
1820,1879,-120.0,-29.937183380126953,-103.99272155761719,18.77370815582052
1821,1880,-120.0,-29.749664306640625,-94.65385437011719,22.418401979500082
1822,1881,-120.0,-32.148197174072266,-93.46652221679688,22.612917208051755
1823,1882,-120.0,-31.162309646606445,-90.53570556640625,23.717151934801056
1824,1883,-120.0,-29.405519485473633,-91.68021392822266,23.077806309157047
1825,1884,-120.0,-31.276151657104492,-84.77825164794922,23.679586976032095
1826,1885,-120.0,-31.243364334106445,-100.70662689208984,20.226295442906743
1827,1886,-120.0,-33.47552490234375,-95.3797607421875,22.132284398482515
1828,1887,-120.0,-24.559650421142578,-102.32463836669922,20.906537565753954
1829,1888,-120.0,-23.663352966308594,-75.51769256591797,19.18860615576785
1830,1889,-120.0,-23.42153549194336,-107.16168975830078,16.383878906934992
